customer_id,age,purchases_last_year,website_visits_last_month,loyalty_score,avg_order_value_eur,days_since_last_purchase,email_sent,purchased,true_hidden_segment,predicted_if_treated,predicted_if_not_treated,uplift
746,48,4,7,10,62.7,31,1,1,Mixed/Unknown,0.7634708139140588,0.5950880974552122,0.16838271645884662
185,60,4,7,6,12.14,10,1,1,Mixed/Unknown,0.6525121658977944,0.4845978090875027,0.16791435681029165
304,57,6,10,8,140.89,79,0,1,Sure Thing,0.8921966437851181,0.7247552931383738,0.16744135064674426
411,66,5,8,9,61.65,61,1,1,Mixed/Unknown,0.886826693225247,0.720502951233155,0.166323741992092
400,38,4,10,5,254.35,3,1,1,Persuadable,0.5452214470427671,0.3794873947612658,0.1657340522815013
75,67,5,7,5,45.8,80,1,0,Mixed/Unknown,0.7042494105579724,0.5390089811025964,0.16524042945537598
240,66,6,8,4,98.37,7,1,0,Mixed/Unknown,0.7337432900177755,0.5685536506251537,0.16518963939262177
17,57,5,8,5,60.05,165,0,1,Mixed/Unknown,0.6677883050409444,0.5028526402314711,0.1649356648094733
444,57,5,8,5,36.96,30,0,1,Mixed/Unknown,0.6677883050409444,0.5028526402314711,0.1649356648094733
390,47,1,7,8,77.78,98,0,0,Mixed/Unknown,0.49427159590970426,0.32941295311302476,0.1648586427966795
790,23,3,10,8,46.85,9,1,1,Persuadable,0.5341302211668831,0.3698332434620889,0.16429697770479423
162,72,4,6,5,81.42,85,0,0,Mixed/Unknown,0.6513775337776267,0.48709479894643043,0.16428273483119632
292,37,4,12,2,21.32,64,1,1,Mixed/Unknown,0.45665589011876234,0.29238842261210296,0.16426746750665938
646,48,6,9,7,40.8,39,1,1,Mixed/Unknown,0.7840710447221642,0.6199393071253799,0.16413173759678423
744,56,5,9,3,132.12,22,0,0,Mixed/Unknown,0.5926437375784703,0.4287319694435288,0.16391176813494152
202,61,3,6,7,113.12,52,0,1,Mixed/Unknown,0.6186961923686599,0.4548168202239635,0.1638793721446964
337,36,6,11,4,58.5,43,0,1,Persuadable,0.6237384289345868,0.4603642255780935,0.16337420335649327
207,75,5,6,6,68.48,88,0,1,Mixed/Unknown,0.7705555682013193,0.6073636063747608,0.16319196182655848
627,29,2,8,10,44.33,28,0,0,Mixed/Unknown,0.5541643173538243,0.39114996410334235,0.16301435325048197
307,57,4,10,1,102.86,46,1,0,Mixed/Unknown,0.47816906309050056,0.31530498953826497,0.1628640735522356
317,59,3,5,10,25.48,1,1,0,Mixed/Unknown,0.7196522274109945,0.5569708149097342,0.16268141250126034
239,66,6,9,1,20.63,3,1,1,Mixed/Unknown,0.6170381442191798,0.45494462735444335,0.16209351686473644
265,61,6,8,6,32.37,2,1,1,Mixed/Unknown,0.7897703433382719,0.627747717973429,0.1620226253648429
588,43,2,8,7,56.53,47,1,1,Mixed/Unknown,0.5015480676042707,0.3404965121517478,0.16105155545252292
582,47,7,10,6,139.15,18,0,0,Persuadable,0.8077773962054184,0.6476874323290496,0.16008996387636887
333,72,5,6,7,97.87,11,0,0,Mixed/Unknown,0.7936185359119469,0.633650723435629,0.15996781247631786
209,45,6,16,9,53.87,12,0,0,Sure Thing,0.9616125310310737,0.80178051347016,0.1598320175609137
230,61,5,11,10,52.99,11,1,1,Persuadable,0.94145731988724,0.781705736596748,0.159751583290492
371,21,5,10,9,130.67,8,1,1,Persuadable,0.6781101545196104,0.5187594704299826,0.15935068408962783
572,68,1,9,1,130.91,20,1,0,Mixed/Unknown,0.3705415716173282,0.21135155641504458,0.15919001520228362
540,43,5,11,2,81.34,99,0,1,Mixed/Unknown,0.5141492431854888,0.3553831061792113,0.1587661370062775
142,65,3,7,4,120.99,26,0,1,Mixed/Unknown,0.5257976068481304,0.3670783084990277,0.1587192983491027
603,51,5,10,2,61.91,5,1,0,Mixed/Unknown,0.5369439973340842,0.3782278996582539,0.15871609767583028
330,22,2,10,8,53.58,36,1,1,Persuadable,0.47022704116133734,0.3115803390666748,0.15864670209466253
673,42,3,7,9,159.4,34,0,0,Mixed/Unknown,0.6150231933837643,0.4569379869922857,0.1580852063914786
152,52,3,8,5,27.43,10,0,0,Mixed/Unknown,0.5173157400169582,0.3593820009118921,0.15793373910506614
743,75,6,7,6,88.29,14,1,1,Mixed/Unknown,0.8387458464252241,0.6814903541773955,0.15725549224782864
169,43,6,9,7,149.35,243,0,0,Mixed/Unknown,0.7492453102028008,0.5921573335427105,0.15708797666009033
123,28,5,10,7,26.28,75,0,0,Persuadable,0.6255658267164844,0.4687953501710412,0.15677047654544324
132,56,5,14,10,23.13,14,1,1,Persuadable,0.962464699187138,0.8057776357786659,0.15668706340847205
450,39,4,8,8,29.53,33,0,0,Mixed/Unknown,0.6310154500348928,0.47511136540312937,0.15590408463176342
194,19,5,11,7,92.02,9,1,1,Persuadable,0.594551881905844,0.43864967894040463,0.15590220296543933
87,61,9,14,3,92.47,91,0,1,Mixed/Unknown,0.9269167907712746,0.7711422775051907,0.15577451326608394
593,53,5,7,9,17.08,70,0,0,Mixed/Unknown,0.7910614866053333,0.6356335157600415,0.1554279708452918
176,69,3,7,3,174.6,15,0,1,Mixed/Unknown,0.501712024723342,0.3467946785884364,0.1549173461349056
387,72,3,6,4,281.74,106,1,1,Mixed/Unknown,0.5388525362739681,0.38469474165738704,0.15415779461658108
688,56,5,7,10,43.0,10,0,1,Mixed/Unknown,0.8456277193040883,0.6916423576387396,0.1539853616653487
81,59,5,7,6,82.72,4,1,1,Mixed/Unknown,0.6917008505201354,0.5378327963236819,0.15386805419645355
343,71,5,12,9,72.12,4,1,1,Persuadable,0.9583411534205813,0.8045193239388535,0.15382182948172785
617,41,6,9,7,153.38,21,0,0,Mixed/Unknown,0.7343113071848507,0.5808663839343796,0.1534449232504711
131,59,7,9,6,186.22,143,0,1,Mixed/Unknown,0.8433057638904609,0.6900584016208855,0.15324736226957536
779,65,1,5,7,146.91,83,0,1,Mixed/Unknown,0.49638387238317905,0.3432099185685881,0.15317395381459092
170,59,8,10,4,31.35,4,1,1,Persuadable,0.8342021010659694,0.6817366474380508,0.15246545362791852
586,29,7,11,9,67.57,7,1,0,Sure Thing,0.8470287068941116,0.6947089876765755,0.15231971921753606
89,27,7,11,9,20.54,19,1,1,Sure Thing,0.8366486435451802,0.6847456495623677,0.15190299398281248
592,56,4,6,8,46.66,5,1,0,Mixed/Unknown,0.6810138089915958,0.5300659950186936,0.15094781397290225
476,74,6,7,7,227.89,31,1,1,Mixed/Unknown,0.8655689213328552,0.7148090080075421,0.15075991332531313
250,73,4,7,2,7.55,6,0,0,Mixed/Unknown,0.5318041883811804,0.3810682500393668,0.1507359383418136
316,47,7,15,8,31.23,117,1,1,Sure Thing,0.9544766195880622,0.8039528882576886,0.15052373133037356
356,65,5,6,9,203.55,57,0,1,Mixed/Unknown,0.829025500172034,0.6787350908123094,0.1502904093597246
287,26,5,10,7,56.2,66,0,0,Persuadable,0.6071282897961728,0.45721962261427745,0.14990866718189538
725,64,5,6,9,85.1,36,0,0,Mixed/Unknown,0.8234276117152117,0.6736378314035736,0.14978978031163814
382,50,6,10,10,110.26,12,1,1,Sure Thing,0.9125549393968634,0.7628245109856545,0.14973042841120887
770,44,6,9,10,56.81,81,0,0,Sure Thing,0.868845173436551,0.7192393180855639,0.14960585535098714
504,59,6,12,9,178.32,68,1,1,Sure Thing,0.9470880778534966,0.7976955525053415,0.14939252534815506
651,52,7,11,8,42.44,6,1,1,Sure Thing,0.913401576683219,0.7642565637316963,0.14914501295152272
325,66,1,9,1,111.48,1,0,0,Mixed/Unknown,0.3525434706611755,0.20369513761953836,0.1488483330416371
477,53,2,7,6,10.2,34,1,0,Mixed/Unknown,0.48081153751947736,0.3323342836267509,0.14847725389272648
721,48,2,9,4,35.69,74,1,1,Mixed/Unknown,0.41689042780666774,0.2686767003886932,0.14821372741797456
487,40,3,8,7,18.78,99,0,1,Mixed/Unknown,0.5265229804674509,0.3788592305823461,0.14766374988510483
490,51,2,6,8,89.21,9,0,1,Mixed/Unknown,0.5323364597694514,0.3848413859317018,0.14749507383774962
396,25,5,10,7,72.43,110,0,0,Persuadable,0.5977900099832433,0.45144825034389385,0.14634175963934942
760,61,4,5,9,13.63,11,0,1,Mixed/Unknown,0.7281574512589406,0.581871149524539,0.1462863017344016
456,43,9,12,1,99.2,42,0,1,Mixed/Unknown,0.709428491166728,0.5639003001146756,0.1455281910520524
109,62,6,7,6,22.58,44,1,0,Mixed/Unknown,0.7580526952106686,0.6125372455389059,0.14551544967176278
224,44,3,10,3,25.47,29,1,0,Mixed/Unknown,0.42398276391672857,0.2785656079673981,0.14541715594933047
241,75,5,12,9,74.1,1,0,0,Persuadable,0.9641414911925908,0.8187502598413811,0.1453912313512098
761,34,3,7,10,125.07,20,0,1,Mixed/Unknown,0.6008345961260222,0.455763832908541,0.1450707632174812
331,54,3,8,4,46.63,72,1,0,Mixed/Unknown,0.47374245432774936,0.3289375165184058,0.14480493780934356
610,49,3,8,5,120.96,79,0,0,Mixed/Unknown,0.4880810946741217,0.34346579092708757,0.14461530374703413
577,31,6,10,6,7.76,51,0,0,Persuadable,0.6444632985915905,0.49997027826500406,0.1444930203265864
62,70,5,6,10,45.8,34,0,0,Mixed/Unknown,0.8835099284118586,0.7399813239554018,0.14352860445645677
415,47,3,7,7,26.34,22,1,1,Mixed/Unknown,0.5395754270313019,0.39668668820683367,0.14288873882446823
741,70,4,6,4,139.51,0,1,1,Mixed/Unknown,0.5731500884815551,0.4305275575090148,0.14262253097254035
59,75,5,8,10,24.15,37,1,1,Mixed/Unknown,0.9347501992561784,0.7921582476491301,0.1425919516070483
556,65,6,8,9,158.12,14,1,1,Sure Thing,0.9034981693674516,0.7613703304732827,0.1421278388941689
630,50,2,10,2,67.45,23,0,0,Mixed/Unknown,0.3677527077667831,0.22619118571798472,0.14156152204879838
600,71,5,5,7,123.7,33,1,1,Mixed/Unknown,0.7478888718571912,0.6074901371770022,0.14039873468018904
497,75,4,4,7,46.53,33,1,1,Mixed/Unknown,0.6912300949900421,0.5511970359491147,0.14003305904092733
33,61,4,7,4,16.86,35,1,1,Mixed/Unknown,0.5409802850406915,0.40098512514198803,0.13999515989870348
686,35,4,7,10,37.65,27,1,0,Mixed/Unknown,0.6603625359576758,0.5205885079185064,0.13977402803916938
321,43,4,7,8,45.02,25,1,1,Mixed/Unknown,0.6158670001374594,0.4764240999888162,0.13944290014864325
335,58,7,8,5,46.98,44,1,1,Mixed/Unknown,0.7633509885267341,0.624278644668142,0.13907234385859213
189,49,2,6,8,11.89,16,1,0,Mixed/Unknown,0.5128829171049474,0.37387962131991015,0.13900329578503723
671,73,5,5,6,104.11,9,0,0,Mixed/Unknown,0.713606890259678,0.5748891490989961,0.13871774116068192
528,33,7,10,6,156.3,32,0,0,Persuadable,0.7088380785318097,0.5702742577840053,0.13856382074780438
84,46,2,9,4,62.9,30,0,0,Mixed/Unknown,0.3980647406895985,0.2596272691710753,0.1384374715185232
413,61,7,10,8,129.13,3,1,1,Sure Thing,0.923177184098157,0.785468286996291,0.13770889710186596
247,66,5,7,3,175.52,20,0,0,Mixed/Unknown,0.5802554364317487,0.4427669342865488,0.13748850214519992
785,24,1,10,7,38.74,1,1,0,Mixed/Unknown,0.37504700126844537,0.23790176987158476,0.1371452313968606
756,29,4,8,9,71.46,24,1,0,Mixed/Unknown,0.5984615392192768,0.46233909831938563,0.13612244089989117
486,68,4,5,6,23.79,189,1,0,Mixed/Unknown,0.6227021418057873,0.48722736589331866,0.13547477591246865
539,72,7,11,7,70.52,30,0,1,Persuadable,0.9470161201474705,0.8115711416374449,0.13544497851002557
18,41,4,10,3,48.69,52,0,0,Mixed/Unknown,0.44857115959596033,0.31326511289477027,0.13530604670119006
373,31,5,10,5,43.03,159,1,1,Persuadable,0.5313123799990355,0.3969583328402155,0.13435404715882
104,64,5,5,10,27.72,37,1,1,Mixed/Unknown,0.8280180385791769,0.6938828604872104,0.1341351780919665
374,38,1,11,3,75.37,20,1,1,Mixed/Unknown,0.3199842442105422,0.18596128457668748,0.13402295963385474
53,56,1,10,1,44.35,28,0,0,Mixed/Unknown,0.31490317245495353,0.18119077472359724,0.1337123977313563
306,35,6,8,10,37.62,75,0,0,Sure Thing,0.7890752029138813,0.6555025487733356,0.13357265414054575
648,19,3,9,9,54.06,120,1,1,Mixed/Unknown,0.5031667188089999,0.36995691595567254,0.13320980285332734
708,39,6,8,8,48.08,4,0,1,Sure Thing,0.7252240977973126,0.5922854751650491,0.13293862263226341
509,54,7,8,5,25.88,4,1,1,Mixed/Unknown,0.7340312452928056,0.6021973609391351,0.1318338843536705
322,65,2,5,6,93.22,2,0,0,Mixed/Unknown,0.48752977590303137,0.3557176219162714,0.13181215398676
118,41,0,7,8,32.3,57,1,0,Mixed/Unknown,0.3837077936865792,0.2521741411719189,0.13153365251466032
395,71,4,5,5,55.21,33,0,0,Mixed/Unknown,0.5903971855579719,0.45939742694435426,0.13099975861361768
173,49,6,8,5,27.3,78,1,0,Mixed/Unknown,0.6463970451515781,0.515420183764722,0.13097686138685616
129,50,4,10,1,64.34,1,0,0,Mixed/Unknown,0.41088168744289777,0.2812251161824829,0.12965657126041485
372,50,4,10,1,34.85,28,0,0,Mixed/Unknown,0.41088168744289777,0.2812251161824829,0.12965657126041485
654,43,3,9,4,97.9,35,0,1,Mixed/Unknown,0.4222518939440679,0.2929255726227357,0.1293263213213322
3,46,6,7,10,40.25,10,0,0,Sure Thing,0.8216796588881047,0.6924372384095769,0.12924242047852774
474,75,4,4,6,123.28,13,0,1,Mixed/Unknown,0.6349415075926818,0.5060000848918242,0.1289414227008575
259,49,4,7,6,25.0,27,1,1,Mixed/Unknown,0.5501286743616625,0.4212345047163733,0.12889416964528916
246,20,3,10,7,60.05,23,1,1,Persuadable,0.44210017594668116,0.31339839707211736,0.1287017788745638
328,65,4,8,1,35.05,73,0,0,Mixed/Unknown,0.4460987504996152,0.3175819611342046,0.1285167893654106
58,67,7,11,8,59.85,52,0,1,Sure Thing,0.9498254660558647,0.8213262183705943,0.12849924768527043
739,56,9,10,1,47.14,33,0,1,Mixed/Unknown,0.7228217996471774,0.5948213242414736,0.1280004754057038
692,49,2,9,3,37.35,28,1,0,Mixed/Unknown,0.3661054916604622,0.23874474063805937,0.12736075102240282
776,55,3,5,8,112.59,31,0,0,Mixed/Unknown,0.5700286077378374,0.4434291646533665,0.12659944308447085
174,56,1,9,2,26.34,76,0,0,Mixed/Unknown,0.32182567507034326,0.19550162838489724,0.12632404668544603
125,34,4,10,4,71.06,46,0,0,Persuadable,0.44349570261386767,0.3172689388367004,0.1262267637771673
2,69,6,7,2,18.51,161,1,0,Mixed/Unknown,0.5999773933711352,0.4737546657846777,0.12622272758645753
167,32,4,9,6,11.8,62,0,1,Mixed/Unknown,0.4948330363131956,0.36871025665488,0.1261227796583156
297,36,2,6,10,50.6,50,0,1,Mixed/Unknown,0.5123605390211562,0.38811698650700255,0.12424355251415364
550,75,4,3,8,55.39,95,1,1,Mixed/Unknown,0.6979968257209105,0.5742368632677542,0.12375996245315624
780,62,7,10,9,50.91,15,0,1,Sure Thing,0.9414594936363994,0.8179633289605306,0.12349616467586877
710,36,4,11,2,102.24,27,1,0,Mixed/Unknown,0.39333741172691083,0.26993574071561394,0.1234016710112969
558,57,7,9,1,103.39,54,1,0,Mixed/Unknown,0.5849297844409901,0.46164996779776435,0.12327981664322574
448,49,4,8,4,69.87,78,1,1,Mixed/Unknown,0.4792341681909557,0.35597776508370493,0.12325640310725078
255,45,6,7,8,201.17,146,0,1,Sure Thing,0.7278962315565787,0.6047375776264191,0.12315865393015957
629,52,3,9,2,52.92,2,0,0,Mixed/Unknown,0.3852289273727194,0.26217167612862313,0.12305725124409628
566,46,4,9,3,33.06,95,0,0,Mixed/Unknown,0.44226194233075977,0.3194381079526571,0.12282383437810268
529,30,5,11,3,37.91,55,0,0,Mixed/Unknown,0.45069082483602396,0.32814384026452237,0.1225469845715016
762,55,2,6,6,31.7,11,1,0,Mixed/Unknown,0.4453915705921468,0.323235351440644,0.12215621915150277
557,42,2,7,7,77.78,23,0,1,Mixed/Unknown,0.4370114305124728,0.31599932844634276,0.12101210206613006
112,32,2,7,9,79.03,30,0,0,Mixed/Unknown,0.4654512684708138,0.34479356012760776,0.12065770834320605
66,64,7,8,9,75.28,48,0,1,Sure Thing,0.9179410261649952,0.7979379926533532,0.12000303351164199
164,56,8,8,5,41.78,63,1,1,Mixed/Unknown,0.7875350664209786,0.6676817009729409,0.11985336544803771
302,58,5,8,2,76.12,15,1,1,Mixed/Unknown,0.4949969782168178,0.37523336807410823,0.11976361014270959
269,49,8,9,8,57.16,20,0,1,Sure Thing,0.882351833518118,0.762626917544165,0.11972491597395296
701,58,2,9,1,34.96,140,0,0,Mixed/Unknown,0.3311834658445446,0.21197390356778387,0.11920956227676074
244,56,4,7,4,5.0,195,0,0,Mixed/Unknown,0.4923333011292847,0.37337574033096577,0.11895756079831893
140,51,3,9,2,46.34,54,0,0,Mixed/Unknown,0.37603689893625963,0.2576934534566769,0.11834344547958275
457,34,5,11,2,54.42,12,0,0,Mixed/Unknown,0.42694808576720417,0.3089614022372377,0.11798668352996644
549,75,1,4,5,82.71,5,0,1,Mixed/Unknown,0.41341886131127914,0.2958595510566334,0.11755931025464572
138,25,10,13,7,59.02,12,0,1,Persuadable,0.8949789941603342,0.7775411723759238,0.11743782178441042
122,41,3,7,7,94.14,65,1,0,Mixed/Unknown,0.4811796174905479,0.36378591642422203,0.11739370106632585
135,45,0,9,4,50.57,5,1,0,Mixed/Unknown,0.2918375336703059,0.17591901440634214,0.11591851926396377
736,40,5,6,10,100.0,26,1,0,Mixed/Unknown,0.7018960855563486,0.5860046712474021,0.11589141430894656
378,25,6,8,10,46.06,60,1,1,Sure Thing,0.7169621110000067,0.6012116059368028,0.11575050506320395
769,67,1,5,5,41.06,22,0,0,Mixed/Unknown,0.39143519327986726,0.27578313343606325,0.115652059843804
303,50,7,7,9,65.3,7,1,1,Sure Thing,0.8386624608445451,0.7230578366698605,0.11560462417468464
459,50,7,7,9,28.01,17,0,1,Sure Thing,0.8386624608445451,0.7230578366698605,0.11560462417468464
35,66,6,13,10,65.65,17,0,1,Sure Thing,0.9741840426590529,0.8586686883583795,0.11551535430067339
324,69,7,8,9,43.49,33,0,0,Sure Thing,0.9314803059760216,0.8160566594856793,0.11542364649034231
156,64,6,5,10,33.01,125,0,0,Sure Thing,0.8567579985060652,0.7417079249112414,0.11505007359482378
172,68,5,5,5,85.92,29,0,1,Mixed/Unknown,0.6143434360472924,0.5009801610355009,0.11336327501179144
626,41,7,9,4,53.72,35,1,1,Mixed/Unknown,0.6168924783390116,0.5045847494566067,0.11230772888240492
594,50,6,6,8,5.6,8,1,0,Sure Thing,0.7228080339978977,0.6115394756749957,0.11126855832290206
108,42,5,6,9,28.26,15,1,1,Mixed/Unknown,0.6641683514378001,0.5529324333414366,0.11123591809636346
218,30,5,12,1,33.19,31,1,0,Mixed/Unknown,0.3817371018601285,0.27056665349339437,0.11117044836673412
562,33,0,9,6,31.85,63,1,0,Mixed/Unknown,0.29952194437190005,0.18837700372674393,0.11114494064515612
359,42,2,11,1,85.59,18,0,0,Mixed/Unknown,0.2919970201472277,0.1809633627597278,0.11103365738749993
523,64,5,7,2,140.26,14,0,1,Mixed/Unknown,0.498359357291823,0.3874587619166303,0.1109005953751927
51,38,5,6,10,22.05,24,1,0,Mixed/Unknown,0.6853264808846424,0.5746657350497445,0.11066074583489793
157,31,2,11,3,54.75,14,0,0,Mixed/Unknown,0.3079305587361758,0.19735635097620338,0.11057420775997243
567,72,3,6,2,70.0,42,0,0,Mixed/Unknown,0.4136059844305888,0.3030782440890656,0.11052774034152324
86,43,4,9,3,120.93,16,0,1,Mixed/Unknown,0.41363405655754865,0.30445020298448466,0.10918385357306398
555,71,5,5,4,31.45,9,0,0,Mixed/Unknown,0.5818034360787936,0.4730894291033238,0.10871400697546979
524,52,0,7,5,38.41,65,1,1,Mixed/Unknown,0.3095692800632255,0.2017340587672082,0.10783522129601728
713,29,2,9,6,39.09,50,1,0,Mixed/Unknown,0.3608692872230007,0.25338264263194354,0.10748664459105717
146,54,3,4,9,130.4,32,0,1,Mixed/Unknown,0.5682897392605446,0.46085876955844196,0.10743096970210264
518,23,3,9,7,113.97,22,1,0,Mixed/Unknown,0.4167405943423972,0.30953467270318463,0.10720592163921255
589,43,0,9,4,9.05,22,1,0,Mixed/Unknown,0.2759861510405757,0.16927067492628892,0.1067154761142868
137,26,4,8,8,119.64,7,1,0,Mixed/Unknown,0.5074200802683967,0.40076558142629276,0.10665449884210393
274,73,4,4,5,66.98,4,1,1,Mixed/Unknown,0.5555424866425067,0.4491599800541575,0.10638250658834919
732,69,8,9,8,47.78,31,0,1,Sure Thing,0.9423902611694052,0.836543934388441,0.10584632678096417
796,44,7,10,1,20.64,1,0,0,Mixed/Unknown,0.5141590954393465,0.4089071890428605,0.10525190639648596
575,74,7,6,2,26.18,81,0,1,Mixed/Unknown,0.6449247569837594,0.5399135263655191,0.10501123061824025
280,51,6,6,7,79.83,136,0,1,Mixed/Unknown,0.6780934992622453,0.5733570118148466,0.10473648744739872
469,52,1,4,9,48.34,47,1,1,Mixed/Unknown,0.4410119565352728,0.33704197385976353,0.10396998267550928
113,62,3,4,7,78.08,75,0,1,Mixed/Unknown,0.5204906904363962,0.41735032553362483,0.10314036490277134
273,28,2,7,9,48.28,19,0,0,Mixed/Unknown,0.42693127581040063,0.324071246297577,0.10286002951282364
242,69,2,7,1,109.51,44,1,0,Mixed/Unknown,0.3285106853949542,0.22570893475758022,0.10280175063737398
419,23,3,7,10,129.98,27,0,0,Mixed/Unknown,0.49500873608483703,0.39329375241423814,0.10171498367059889
384,29,2,11,3,72.32,190,1,0,Mixed/Unknown,0.29156495789426307,0.1900847245463754,0.10148023334788767
791,48,5,5,9,76.47,24,1,1,Mixed/Unknown,0.6671617381968222,0.5657051369030316,0.10145660129379064
228,68,4,5,4,117.49,10,1,1,Mixed/Unknown,0.49905778164443937,0.39792572810128934,0.10113205354315002
441,71,6,14,10,21.55,128,1,1,Sure Thing,0.9828096419369693,0.8816900303019886,0.10111961163498073
212,50,3,6,6,92.54,11,0,1,Mixed/Unknown,0.45083618366103456,0.350051369774646,0.10078481388638855
517,21,5,8,9,61.53,203,1,0,Mixed/Unknown,0.5754443358917116,0.47486125197979134,0.10058308391192028
309,28,4,7,9,118.26,16,1,1,Mixed/Unknown,0.5348351415477244,0.43485593251296195,0.09997920903476243
621,66,6,6,3,68.98,0,1,0,Mixed/Unknown,0.5793964404746111,0.4796943370595296,0.09970210341508157
20,39,3,5,10,85.72,54,0,1,Mixed/Unknown,0.5406356031163204,0.44109438080165153,0.09954122231466889
155,54,8,9,10,129.27,167,1,1,Sure Thing,0.9378857934045031,0.8384241428160879,0.09946165058841516
203,61,7,5,9,67.34,49,0,1,Sure Thing,0.8370196865984743,0.7388590700782053,0.09816061652026897
707,42,2,7,6,103.99,34,0,1,Mixed/Unknown,0.3762018302825744,0.27813617062932605,0.09806565965324837
143,72,4,5,3,84.67,32,1,1,Mixed/Unknown,0.47497021619182705,0.376952742918235,0.09801747327359206
799,36,7,7,9,28.47,1,0,1,Sure Thing,0.750714160312394,0.6533418276804553,0.09737233263193867
326,19,2,8,9,65.63,1,1,1,Mixed/Unknown,0.39536679350514004,0.2980110013775164,0.09735579212762363
114,18,6,8,10,33.19,4,1,1,Sure Thing,0.6584736790911536,0.561574955531179,0.09689872355997464
548,18,6,8,10,211.39,48,1,1,Sure Thing,0.6584736790911536,0.561574955531179,0.09689872355997464
285,33,5,7,8,119.22,27,0,1,Mixed/Unknown,0.574222262300124,0.47735453825338575,0.09686772404673821
552,64,5,6,3,32.52,9,1,1,Mixed/Unknown,0.5063341689411403,0.40990540557390154,0.09642876336723871
635,29,7,11,2,64.77,6,0,0,Mixed/Unknown,0.48617265357132694,0.3897601161610268,0.09641253741030015
225,26,6,8,8,88.34,47,1,1,Sure Thing,0.613875378331337,0.5176881631809486,0.09618721515038842
49,68,8,9,9,85.68,14,0,1,Sure Thing,0.9529403869572464,0.8570451485512529,0.09589523840599345
21,70,1,4,5,100.05,59,0,0,Mixed/Unknown,0.3670696886824926,0.27219930128410835,0.09487038739838427
655,25,5,9,6,48.75,0,1,0,Mixed/Unknown,0.4808502763952787,0.38599367386077604,0.09485660253450268
605,48,3,8,3,57.98,8,1,0,Mixed/Unknown,0.35629565329980767,0.2622743305331882,0.09402132276661945
618,33,3,10,3,15.3,10,0,0,Mixed/Unknown,0.3240208635792851,0.2301140637943806,0.09390679978490452
712,53,3,8,2,50.1,44,1,0,Mixed/Unknown,0.3432327515309383,0.2498732935894228,0.09335945794151548
525,72,2,3,6,74.48,86,0,0,Mixed/Unknown,0.4457272204395525,0.3528001863405013,0.09292703409905118
795,56,6,4,10,73.46,42,1,1,Sure Thing,0.7783687278441198,0.6858457091946152,0.09252301864950463
438,42,4,8,4,140.07,140,1,0,Mixed/Unknown,0.4119152225460927,0.31955347390313876,0.09236174864295393
248,54,1,9,1,48.01,15,1,0,Mixed/Unknown,0.2543056289970448,0.1620956961742215,0.09220993282282328
570,43,1,9,3,142.07,11,1,0,Mixed/Unknown,0.2689637740761542,0.17714918902273266,0.09181458505342152
332,49,5,5,8,63.77,42,1,1,Mixed/Unknown,0.6182121254024279,0.5265057108699539,0.09170641453247397
182,56,2,7,3,182.55,28,0,0,Mixed/Unknown,0.328049628447959,0.23643460456377982,0.09161502388417916
685,53,7,5,10,16.45,19,0,1,Sure Thing,0.8287345332877335,0.7379448838355207,0.0907896494522128
77,21,4,10,5,15.75,42,1,1,Persuadable,0.3819030031073269,0.29162938825338103,0.09027361485394586
584,69,8,5,7,54.3,6,1,1,Mixed/Unknown,0.8402815959056033,0.7502229980837501,0.0900585978218531
121,25,3,7,9,221.01,98,1,0,Mixed/Unknown,0.4515566186739906,0.3615980336491405,0.0899585850248501
266,43,4,6,7,53.1,7,1,1,Mixed/Unknown,0.4997851454111413,0.4100552555689689,0.0897298898421724
282,39,1,8,5,168.25,48,0,0,Mixed/Unknown,0.29493153373667047,0.20525876060124512,0.08967277313542535
92,48,6,9,1,7.9,50,0,0,Mixed/Unknown,0.4440215356465026,0.3544007253073325,0.08962081033917008
735,70,4,5,3,75.12,26,0,0,Mixed/Unknown,0.45557088075700614,0.3660819585135455,0.08948892224346061
491,19,3,9,7,48.5,127,1,0,Mixed/Unknown,0.37939070192602053,0.28999353771670644,0.0893971642093141
354,37,1,9,4,173.26,113,0,0,Mixed/Unknown,0.2726069728552992,0.18332877843612802,0.0892781944191712
480,18,5,8,9,29.72,57,1,0,Mixed/Unknown,0.546644984070976,0.4574830011428466,0.08916198292812932
634,54,4,7,3,41.51,34,0,0,Mixed/Unknown,0.41070447925446657,0.3217309019040569,0.08897357735040967
385,68,8,6,3,16.18,18,0,0,Mixed/Unknown,0.696826041058622,0.6078660216865767,0.08896001937204534
691,40,7,10,1,42.65,91,1,1,Mixed/Unknown,0.4751914955434034,0.38660523105506656,0.08858626448833684
416,46,1,7,5,43.21,65,1,0,Mixed/Unknown,0.30595267060114784,0.21778147373072576,0.08817119687042207
663,24,3,11,3,125.39,25,1,1,Mixed/Unknown,0.29613319799845367,0.20927016404569249,0.08686303395276118
697,30,1,7,8,177.95,0,1,0,Mixed/Unknown,0.3349736498636737,0.24850520697354284,0.08646844289013084
530,67,6,6,2,84.88,22,1,1,Mixed/Unknown,0.5266963071779147,0.4404109778794718,0.0862853292984429
754,35,1,7,7,109.04,54,0,0,Mixed/Unknown,0.32230106827584803,0.23654645956439121,0.08575460871145682
329,29,2,7,8,103.93,25,0,0,Mixed/Unknown,0.37571129047522045,0.29041873489504155,0.0852925555801789
